model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_1,0,5,0.159091,humaneval_117,False,below_threshold,humaneval_117,0.159091,humaneval_9,0.15873,humaneval_22,0.15873
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_1,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_1,2,3,0.159091,humaneval_117,False,below_threshold,humaneval_117,0.159091,humaneval_9,0.15873,humaneval_22,0.15873
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_2,0,7,0.479452,humaneval_135,False,below_threshold,humaneval_135,0.479452,humaneval_69,0.454545,humaneval_145,0.444444
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_2,1,7,0.444444,humaneval_90,False,below_threshold,humaneval_90,0.444444,humaneval_135,0.444444,humaneval_26,0.436364
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_2,2,8,0.45,humaneval_126,False,below_threshold,humaneval_126,0.45,humaneval_69,0.447368,humaneval_145,0.432099
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_3,0,4,0.242424,humaneval_91,False,below_threshold,humaneval_91,0.242424,humaneval_117,0.219178,humaneval_125,0.210526
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_3,1,2,0.333333,humaneval_117,False,below_threshold,humaneval_117,0.333333,humaneval_91,0.327586,humaneval_125,0.298507
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_3,2,2,0.25,humaneval_91,False,below_threshold,humaneval_91,0.25,humaneval_117,0.225352,humaneval_125,0.216216
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_4,0,6,0.4,humaneval_9,False,below_threshold,humaneval_9,0.4,humaneval_26,0.4,humaneval_126,0.385965
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_4,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_4,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_5,0,3,0.245614,humaneval_87,False,below_threshold,humaneval_87,0.245614,humaneval_115,0.241935,humaneval_5,0.241379
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_5,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_5,2,6,0.393443,humaneval_149,False,below_threshold,humaneval_149,0.393443,humaneval_5,0.297872,humaneval_74,0.297872
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_6,0,4,0.363636,humaneval_74,False,below_threshold,humaneval_74,0.363636,humaneval_149,0.295775,humaneval_9,0.295455
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_6,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_6,2,4,0.3,humaneval_74,False,below_threshold,humaneval_74,0.3,humaneval_5,0.2,humaneval_87,0.2
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_7,0,8,0.323077,humaneval_89,False,below_threshold,humaneval_89,0.323077,humaneval_143,0.237288,humaneval_118,0.235294
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_7,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.5,humaneval,private_7,2,6,0.357143,humaneval_64,False,below_threshold,humaneval_64,0.357143,humaneval_66,0.357143,humaneval_68,0.357143
