model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_1,0,5,0.243243,mbpp_604,False,below_threshold,mbpp_604,0.243243,mbpp_131,0.238806,mbpp_27,0.223529
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_1,1,4,0.327273,mbpp_604,False,below_threshold,mbpp_604,0.327273,mbpp_131,0.306122,mbpp_412,0.26
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_1,2,2,0.268657,mbpp_604,False,below_threshold,mbpp_604,0.268657,mbpp_131,0.266667,mbpp_412,0.209677
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_2,0,4,0.425532,mbpp_798,False,below_threshold,mbpp_798,0.425532,mbpp_324,0.4,mbpp_54,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_2,1,3,0.456522,mbpp_798,False,below_threshold,mbpp_798,0.456522,mbpp_324,0.4,mbpp_54,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_2,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_3,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_3,1,1,0.28125,mbpp_748,False,below_threshold,mbpp_748,0.28125,mbpp_305,0.26087,mbpp_242,0.225
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_3,2,3,0.220588,mbpp_832,False,below_threshold,mbpp_832,0.220588,mbpp_461,0.196429,mbpp_930,0.190476
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_4,0,8,0.358491,mbpp_253,False,below_threshold,mbpp_253,0.358491,mbpp_564,0.354167,mbpp_211,0.341463
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_4,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_4,2,8,0.433333,mbpp_183,False,below_threshold,mbpp_183,0.433333,mbpp_825,0.366197,mbpp_54,0.362319
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_5,0,4,0.391304,mbpp_22,False,below_threshold,mbpp_22,0.391304,mbpp_469,0.366197,mbpp_916,0.342105
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_5,1,4,0.352941,mbpp_847,False,below_threshold,mbpp_847,0.352941,mbpp_22,0.349206,mbpp_659,0.339286
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_5,2,2,0.397059,mbpp_22,False,below_threshold,mbpp_22,0.397059,mbpp_469,0.371429,mbpp_323,0.347826
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_6,0,3,0.213115,mbpp_125,False,below_threshold,mbpp_125,0.213115,mbpp_95,0.19697,mbpp_528,0.194805
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_6,1,4,0.269231,mbpp_125,False,below_threshold,mbpp_125,0.269231,mbpp_152,0.262295,mbpp_350,0.254902
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_6,2,4,0.27381,mbpp_612,False,below_threshold,mbpp_612,0.27381,mbpp_125,0.269231,mbpp_152,0.262295
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_7,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_7,1,6,0.414634,mbpp_131,False,below_threshold,mbpp_131,0.414634,mbpp_607,0.317241,mbpp_186,0.315068
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_7,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_8,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_8,1,3,0.341463,mbpp_572,False,below_threshold,mbpp_572,0.341463,mbpp_919,0.287671,mbpp_819,0.284091
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_8,2,4,0.333333,mbpp_824,False,below_threshold,mbpp_824,0.333333,mbpp_919,0.301587,mbpp_476,0.266667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_9,0,4,0.269231,mbpp_140,False,below_threshold,mbpp_140,0.269231,mbpp_612,0.265957,mbpp_750,0.265957
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_9,1,4,0.344538,mbpp_297,False,below_threshold,mbpp_297,0.344538,mbpp_706,0.270833,mbpp_572,0.268041
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_9,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_10,0,6,0.375,mbpp_798,False,below_threshold,mbpp_798,0.375,mbpp_659,0.370968,mbpp_524,0.363636
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_10,1,8,0.44,mbpp_798,False,below_threshold,mbpp_798,0.44,mbpp_847,0.37037,mbpp_62,0.333333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_10,2,7,0.431034,mbpp_670,False,below_threshold,mbpp_670,0.431034,mbpp_680,0.403226,mbpp_476,0.392157
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_11,0,8,0.384615,mbpp_790,False,below_threshold,mbpp_790,0.384615,mbpp_202,0.311475,mbpp_9,0.301887
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_11,1,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_11,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_12,0,8,0.415094,mbpp_629,False,below_threshold,mbpp_629,0.415094,mbpp_554,0.403846,mbpp_769,0.403226
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_12,1,3,0.48,mbpp_743,False,below_threshold,mbpp_743,0.48,mbpp_328,0.4,mbpp_469,0.391304
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_12,2,1,0.354167,mbpp_793,False,below_threshold,mbpp_793,0.354167,mbpp_195,0.346939,mbpp_625,0.339623
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_13,0,3,0.285714,mbpp_668,False,below_threshold,mbpp_668,0.285714,mbpp_631,0.253731,mbpp_230,0.25
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_13,1,3,0.22973,mbpp_668,False,below_threshold,mbpp_668,0.22973,mbpp_181,0.216495,mbpp_631,0.197674
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_13,2,6,0.258427,mbpp_181,False,below_threshold,mbpp_181,0.258427,mbpp_668,0.25,mbpp_532,0.22973
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_14,0,8,0.385965,mbpp_602,False,below_threshold,mbpp_602,0.385965,mbpp_352,0.314815,mbpp_877,0.314815
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_14,1,8,0.208333,mbpp_849,False,below_threshold,mbpp_849,0.208333,mbpp_115,0.2,mbpp_126,0.2
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_14,2,3,0.292308,mbpp_602,False,below_threshold,mbpp_602,0.292308,mbpp_877,0.288136,mbpp_352,0.285714
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_15,0,4,0.27907,mbpp_612,False,below_threshold,mbpp_612,0.27907,mbpp_769,0.267606,mbpp_793,0.262295
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_15,1,2,0.235294,mbpp_893,False,below_threshold,mbpp_893,0.235294,mbpp_612,0.21978,mbpp_796,0.218391
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_15,2,5,0.232877,mbpp_847,False,below_threshold,mbpp_847,0.232877,mbpp_659,0.230769,mbpp_612,0.227273
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_16,0,3,0.35443,mbpp_487,False,below_threshold,mbpp_487,0.35443,mbpp_126,0.305556,mbpp_766,0.297872
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_16,1,4,0.364865,mbpp_487,False,below_threshold,mbpp_487,0.364865,mbpp_936,0.359551,mbpp_591,0.34375
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_16,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_17,0,4,0.358491,mbpp_798,False,below_threshold,mbpp_798,0.358491,mbpp_515,0.34375,mbpp_953,0.338983
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_17,1,1,0.211268,mbpp_558,False,below_threshold,mbpp_558,0.211268,mbpp_268,0.19697,mbpp_392,0.1875
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_17,2,3,0.238095,mbpp_558,False,below_threshold,mbpp_558,0.238095,mbpp_268,0.224138,mbpp_479,0.216667
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_18,0,5,0.3,mbpp_735,False,below_threshold,mbpp_735,0.3,mbpp_545,0.288462,mbpp_748,0.256881
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_18,1,5,0.433333,mbpp_557,False,below_threshold,mbpp_557,0.433333,mbpp_131,0.327869,mbpp_735,0.3
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_18,2,4,0.3,mbpp_735,False,below_threshold,mbpp_735,0.3,mbpp_678,0.293103,mbpp_545,0.288462
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_19,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_19,1,2,0.246575,mbpp_937,False,below_threshold,mbpp_937,0.246575,mbpp_546,0.240964,mbpp_565,0.192308
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_19,2,6,0.292683,mbpp_554,False,below_threshold,mbpp_554,0.292683,mbpp_83,0.275,mbpp_204,0.268293
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_20,0,7,0.439024,mbpp_555,False,below_threshold,mbpp_555,0.439024,mbpp_63,0.353846,mbpp_875,0.353846
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_20,1,8,0.44186,mbpp_555,False,below_threshold,mbpp_555,0.44186,mbpp_63,0.343284,mbpp_875,0.343284
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,mbpp,private_20,2,8,0.454545,mbpp_555,False,below_threshold,mbpp_555,0.454545,mbpp_875,0.358209,mbpp_63,0.338235
