model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_1,0,5,0.24359,humaneval_125,False,below_threshold,humaneval_125,0.24359,humaneval_117,0.220779,humaneval_91,0.208333
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_1,1,4,0.191489,humaneval_96,False,below_threshold,humaneval_96,0.191489,humaneval_9,0.1875,humaneval_14,0.1875
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_1,2,2,0.153846,humaneval_151,False,below_threshold,humaneval_151,0.153846,humaneval_24,0.135593,humaneval_39,0.135593
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_2,0,4,0.471698,humaneval_135,False,below_threshold,humaneval_135,0.471698,humaneval_90,0.444444,humaneval_26,0.436364
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_2,1,3,0.444444,humaneval_90,False,below_threshold,humaneval_90,0.444444,humaneval_135,0.444444,humaneval_26,0.436364
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_2,2,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_3,0,0,0.0,,False,no_asserts,,,,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_3,1,1,0.122222,humaneval_143,False,below_threshold,humaneval_143,0.122222,humaneval_24,0.115942,humaneval_39,0.115942
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_3,2,3,0.301887,humaneval_86,False,below_threshold,humaneval_86,0.301887,humaneval_66,0.264151,humaneval_125,0.261538
Qwen/Qwen2.5-Coder-1.5B-Instruct,0.8,humaneval,private_4,0,8,0.361702,humaneval_73,False,below_threshold,humaneval_73,0.361702,humaneval_142,0.352941,humaneval_128,0.346154
