model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
bigcode/starcoder2-3b,0.8,humaneval,private_1,0,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_1,1,5,0.191176,humaneval_91,False,below_threshold,humaneval_91,0.191176,humaneval_117,0.189189,humaneval_125,0.181818
bigcode/starcoder2-3b,0.8,humaneval,private_1,2,1,0.121212,humaneval_101,False,below_threshold,humaneval_101,0.121212,humaneval_158,0.118421,humaneval_125,0.113475
bigcode/starcoder2-3b,0.8,humaneval,private_2,0,8,0.3,humaneval_35,False,below_threshold,humaneval_35,0.3,humaneval_142,0.3,humaneval_133,0.294118
bigcode/starcoder2-3b,0.8,humaneval,private_2,1,5,0.262295,humaneval_49,False,below_threshold,humaneval_49,0.262295,humaneval_65,0.233333,humaneval_60,0.22807
bigcode/starcoder2-3b,0.8,humaneval,private_2,2,8,0.47619,humaneval_126,False,below_threshold,humaneval_126,0.47619,humaneval_90,0.436364,humaneval_135,0.436364
bigcode/starcoder2-3b,0.8,humaneval,private_3,0,4,0.5,humaneval_68,True,ngram>=0.5,humaneval_68,0.5,humaneval_62,0.44,humaneval_73,0.42
bigcode/starcoder2-3b,0.8,humaneval,private_3,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_3,2,1,0.164179,humaneval_16,False,below_threshold,humaneval_16,0.164179,humaneval_23,0.164179,humaneval_66,0.164179
bigcode/starcoder2-3b,0.8,humaneval,private_4,0,4,0.404762,humaneval_69,False,below_threshold,humaneval_69,0.404762,humaneval_70,0.395062,humaneval_88,0.365854
bigcode/starcoder2-3b,0.8,humaneval,private_4,1,5,0.465753,humaneval_70,False,below_threshold,humaneval_70,0.465753,humaneval_145,0.45,humaneval_69,0.448718
bigcode/starcoder2-3b,0.8,humaneval,private_4,2,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_5,0,8,0.298246,humaneval_120,False,below_threshold,humaneval_120,0.298246,humaneval_5,0.297872,humaneval_74,0.297872
bigcode/starcoder2-3b,0.8,humaneval,private_5,1,5,0.442623,humaneval_70,False,below_threshold,humaneval_70,0.442623,humaneval_116,0.442623,humaneval_26,0.423729
bigcode/starcoder2-3b,0.8,humaneval,private_5,2,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_6,0,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_6,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_6,2,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_7,0,1,0.188679,humaneval_151,False,below_threshold,humaneval_151,0.188679,humaneval_24,0.170213,humaneval_39,0.170213
bigcode/starcoder2-3b,0.8,humaneval,private_7,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_7,2,6,0.317073,humaneval_10,False,below_threshold,humaneval_10,0.317073,humaneval_19,0.317073,humaneval_27,0.317073
bigcode/starcoder2-3b,0.8,humaneval,private_8,0,4,0.333333,humaneval_5,False,below_threshold,humaneval_5,0.333333,humaneval_58,0.318182,humaneval_9,0.308824
bigcode/starcoder2-3b,0.8,humaneval,private_8,1,7,0.294118,humaneval_100,False,below_threshold,humaneval_100,0.294118,humaneval_163,0.279412,humaneval_69,0.272727
bigcode/starcoder2-3b,0.8,humaneval,private_8,2,2,0.307692,humaneval_70,False,below_threshold,humaneval_70,0.307692,humaneval_159,0.298507,humaneval_5,0.292308
bigcode/starcoder2-3b,0.8,humaneval,private_9,0,2,0.22,humaneval_95,False,below_threshold,humaneval_95,0.22,humaneval_96,0.212766,humaneval_9,0.208333
bigcode/starcoder2-3b,0.8,humaneval,private_9,1,6,0.622951,humaneval_145,True,ngram>=0.5,humaneval_145,0.622951,humaneval_70,0.557692,humaneval_69,0.540984
bigcode/starcoder2-3b,0.8,humaneval,private_9,2,8,0.292683,humaneval_129,False,below_threshold,humaneval_129,0.292683,humaneval_58,0.26506,humaneval_87,0.247059
bigcode/starcoder2-3b,0.8,humaneval,private_10,0,5,0.333333,humaneval_145,False,below_threshold,humaneval_145,0.333333,humaneval_70,0.325301,humaneval_116,0.325301
bigcode/starcoder2-3b,0.8,humaneval,private_10,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_10,2,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_11,0,4,0.156863,humaneval_24,False,below_threshold,humaneval_24,0.156863,humaneval_39,0.156863,humaneval_41,0.156863
bigcode/starcoder2-3b,0.8,humaneval,private_11,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_11,2,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_12,0,5,0.468354,humaneval_69,False,below_threshold,humaneval_69,0.468354,humaneval_145,0.464286,humaneval_135,0.443038
bigcode/starcoder2-3b,0.8,humaneval,private_12,1,0,0.0,,False,no_asserts,,,,,,
bigcode/starcoder2-3b,0.8,humaneval,private_12,2,0,0.0,,False,no_asserts,,,,,,
