model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_1,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_1,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_1,2,3,0.259259,humaneval_125,False,below_threshold,humaneval_125,0.259259,humaneval_117,0.2375,humaneval_95,0.230769
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_2,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_2,1,2,0.258065,humaneval_39,False,below_threshold,humaneval_39,0.258065,humaneval_36,0.25,humaneval_46,0.25
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_2,2,3,0.390805,humaneval_135,False,below_threshold,humaneval_135,0.390805,humaneval_69,0.373626,humaneval_145,0.368421
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_3,0,8,0.260274,humaneval_143,False,below_threshold,humaneval_143,0.260274,humaneval_82,0.192982,humaneval_91,0.183333
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_3,1,1,0.2,humaneval_143,False,below_threshold,humaneval_143,0.2,humaneval_64,0.16129,humaneval_66,0.16129
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_3,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_4,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_4,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_4,2,1,0.375,humaneval_108,False,below_threshold,humaneval_108,0.375,humaneval_90,0.360656,humaneval_135,0.33871
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_5,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_5,1,6,0.431034,humaneval_26,False,below_threshold,humaneval_26,0.431034,humaneval_116,0.42623,humaneval_70,0.409836
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_5,2,3,0.275862,humaneval_100,False,below_threshold,humaneval_100,0.275862,humaneval_26,0.274194,humaneval_30,0.272727
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_6,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_6,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_6,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_7,0,6,0.2,humaneval_66,False,below_threshold,humaneval_66,0.2,humaneval_86,0.192982,humaneval_82,0.175439
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_7,1,5,0.258065,humaneval_91,False,below_threshold,humaneval_91,0.258065,humaneval_117,0.231884,humaneval_125,0.222222
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_7,2,6,0.2,humaneval_66,False,below_threshold,humaneval_66,0.2,humaneval_86,0.192982,humaneval_82,0.175439
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_8,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_8,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_8,2,2,0.3875,humaneval_70,False,below_threshold,humaneval_70,0.3875,humaneval_26,0.356164,humaneval_145,0.348315
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_9,0,4,0.277778,humaneval_74,False,below_threshold,humaneval_74,0.277778,humaneval_129,0.245455,humaneval_70,0.21
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_9,1,1,0.445946,humaneval_70,False,below_threshold,humaneval_70,0.445946,humaneval_145,0.432099,humaneval_69,0.375
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_9,2,6,0.52381,humaneval_26,True,ngram>=0.5,humaneval_26,0.52381,humaneval_70,0.488889,humaneval_116,0.488889
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_10,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_10,1,1,0.40625,humaneval_26,False,below_threshold,humaneval_26,0.40625,humaneval_70,0.38806,humaneval_90,0.369231
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_10,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_11,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_11,1,5,0.216216,humaneval_91,False,below_threshold,humaneval_91,0.216216,humaneval_117,0.197531,humaneval_125,0.190476
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_11,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_12,0,4,0.380952,humaneval_122,False,below_threshold,humaneval_122,0.380952,humaneval_68,0.37037,humaneval_70,0.352113
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_12,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_12,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_13,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_13,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_13,2,2,0.179775,humaneval_125,False,below_threshold,humaneval_125,0.179775,humaneval_117,0.178947,humaneval_74,0.154639
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_14,0,3,0.191011,humaneval_51,False,below_threshold,humaneval_51,0.191011,humaneval_98,0.164557,humaneval_125,0.151899
meta-llama/Llama-2-7b-chat-hf,0.5,humaneval,private_14,1,6,0.216216,humaneval_91,False,below_threshold,humaneval_91,0.216216,humaneval_10,0.204082,humaneval_19,0.204082
