model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_1,0,5,0.311688,mbpp_730,False,below_threshold,mbpp_730,0.311688,mbpp_262,0.298701,mbpp_778,0.296703
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_1,1,4,0.243243,mbpp_604,False,below_threshold,mbpp_604,0.243243,mbpp_964,0.243243,mbpp_254,0.23913
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_1,2,4,0.391304,mbpp_604,False,below_threshold,mbpp_604,0.391304,mbpp_131,0.375,mbpp_644,0.271186
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_2,0,3,0.564103,mbpp_798,True,ngram>=0.5,mbpp_798,0.564103,mbpp_62,0.408163,mbpp_847,0.4
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_2,1,6,0.53012,mbpp_718,True,ngram>=0.5,mbpp_718,0.53012,mbpp_41,0.463415,mbpp_221,0.441176
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_2,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_3,0,2,0.237288,mbpp_11,False,below_threshold,mbpp_11,0.237288,mbpp_386,0.196429,mbpp_79,0.189655
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_3,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_3,2,7,0.233333,mbpp_11,False,below_threshold,mbpp_11,0.233333,mbpp_386,0.203704,mbpp_83,0.196078
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_4,0,6,0.47541,mbpp_183,False,below_threshold,mbpp_183,0.47541,mbpp_825,0.366197,mbpp_54,0.362319
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_4,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_4,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_5,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_5,1,5,0.380952,mbpp_22,False,below_threshold,mbpp_22,0.380952,mbpp_953,0.357143,mbpp_659,0.350877
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_5,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_6,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_6,1,4,0.457143,mbpp_152,False,below_threshold,mbpp_152,0.457143,mbpp_612,0.4,mbpp_706,0.378378
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_6,2,3,0.39759,mbpp_417,False,below_threshold,mbpp_417,0.39759,mbpp_612,0.325581,mbpp_262,0.287356
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_7,0,5,0.333333,mbpp_131,False,below_threshold,mbpp_131,0.333333,mbpp_776,0.254545,mbpp_9,0.185185
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_7,1,4,0.3,mbpp_131,False,below_threshold,mbpp_131,0.3,mbpp_776,0.280702,mbpp_771,0.25
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_7,2,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_8,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_8,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.8,mbpp,private_8,2,5,0.375,mbpp_849,False,below_threshold,mbpp_849,0.375,mbpp_498,0.333333,mbpp_876,0.321429
