model,temperature,reference_dataset,private_id,sample_id,n_generated_asserts,max_ngram_score,max_ngram_ref_id,leaked,leak_reason,top1_ref_id,top1_ngram,top2_ref_id,top2_ngram,top3_ref_id,top3_ngram
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_1,0,2,0.26506,mbpp_604,False,below_threshold,mbpp_604,0.26506,mbpp_131,0.253333,mbpp_27,0.252747
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_1,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_2,0,5,0.53012,mbpp_718,True,ngram>=0.5,mbpp_718,0.53012,mbpp_41,0.463415,mbpp_426,0.431818
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_2,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_3,0,1,0.146667,mbpp_937,False,below_threshold,mbpp_937,0.146667,mbpp_727,0.130435,mbpp_930,0.128205
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_3,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_4,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_4,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_5,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_5,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_6,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_6,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_7,0,3,0.277778,mbpp_131,False,below_threshold,mbpp_131,0.277778,mbpp_776,0.25,mbpp_126,0.191489
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_7,1,3,0.277778,mbpp_131,False,below_threshold,mbpp_131,0.277778,mbpp_776,0.25,mbpp_126,0.191489
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_8,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_8,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_9,0,5,0.34375,mbpp_603,False,below_threshold,mbpp_603,0.34375,mbpp_152,0.337838,mbpp_706,0.337838
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_9,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_10,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_10,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_11,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_11,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_12,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_12,1,2,0.442308,mbpp_591,False,below_threshold,mbpp_591,0.442308,mbpp_743,0.373333,mbpp_893,0.372881
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_13,0,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_13,1,0,0.0,,False,no_asserts,,,,,,
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_14,0,4,0.282051,mbpp_937,False,below_threshold,mbpp_937,0.282051,mbpp_352,0.232877,mbpp_546,0.230769
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_14,1,1,0.3,mbpp_937,False,below_threshold,mbpp_937,0.3,mbpp_546,0.240964,mbpp_352,0.192308
meta-llama/Llama-2-7b-chat-hf,0.2,mbpp,private_15,0,0,0.0,,False,no_asserts,,,,,,
